Tokenid,name,description,image,trait_type_1,trait_value_1,trait_type_2,trait_value_2,trait_type_3,trait_value_3,trait_type_4,trait_value_4,trait_type_5,trait_value_5,trait_type_6,trait_value_6,trait_type_7,trait_value_7,trait_type_8,trait_value_8,trait_type_9,trait_value_9,file_Name
1,Koundal punk,"koundal punk collection showcases a series of pixel art portraits inspired by and NFT-style characters, particularly reminiscent of the CryptoPunks collection. Each character features .",ipfs://bafybeiftlmbtagq3pivsv32wc5vnqwaycjzo2esvvvkwyr7vvrdddlnypi,Eyes,Red Eyes,Mouth,Straight,Hair,Short Top Fade,Earring,Single Stud,Clothing,Aqua Shirt,Background,Grey,Skin,Pale,,,,,1
